user_id,date,app_name,category,screen_time_min,launches,interactions,is_productive,youtube_views,youtube_likes,youtube_comments
1001,2024-01-03 03:42:18.846282094,WhatsApp,social,3.9,3,3,False,,,
1076,2024-01-03 04:26:00.520173391,Instagram,social,18.99,0,5,False,,,
1037,2024-01-03 05:09:42.194064688,WhatsApp,social,41.27,1,7,False,,,
1069,2024-01-03 05:53:23.867955985,WhatsApp,social,39.72,2,12,False,,,
1032,2024-01-03 06:37:05.541847282,Instagram,social,2.6,4,5,False,,,
1068,2024-01-03 07:20:47.215738579,Twitch,entertainment,53.45,3,6,False,,,
1085,2024-01-03 08:04:28.889629876,TikTok,entertainment,7.01,2,4,False,,,
1029,2024-01-03 08:48:10.563521173,Weather,utilities,43.36,2,6,False,,,
1043,2024-01-03 09:31:52.237412470,Twitch,entertainment,30.3,1,4,False,,,
1011,2024-01-03 10:15:33.911303767,Chrome,utilities,4.03,0,8,False,,,
1007,2024-01-03 10:59:15.585195065,Weather,utilities,37.65,3,4,False,,,
1036,2024-01-03 11:42:57.259086362,Google Maps,utilities,13.83,3,6,False,,,
1049,2024-01-03 12:26:38.932977659,TikTok,entertainment,9.84,2,12,False,,,
1046,2024-01-03 13:10:20.606868956,Spotify,entertainment,30.23,2,4,False,,,
1096,2024-01-03 13:54:02.280760253,Weather,utilities,20.25,2,4,False,,,
1004,2024-01-03 14:37:43.954651550,Snapchat,social,53.19,5,4,False,,,
1003,2024-01-03 15:21:25.628542847,Camera,utilities,21.09,4,3,False,,,
1016,2024-01-03 16:05:07.302434144,Netflix,entertainment,34.43,2,8,False,,,
1046,2024-01-03 16:48:48.976325441,Facebook,social,1.81,2,7,False,,,
1031,2024-01-03 17:32:30.650216738,Microsoft Teams,productivity,23.94,3,3,True,,,
1086,2024-01-03 18:16:12.324108036,WhatsApp,social,5.5,0,12,False,,,
1042,2024-01-03 18:59:53.997999333,Weather,utilities,3.66,4,3,False,,,
1096,2024-01-03 19:43:35.671890630,Instagram,social,49.78,1,4,False,,,
1071,2024-01-03 20:27:17.345781927,Twitch,entertainment,1.06,1,5,False,,,
1023,2024-01-03 21:10:59.019673224,Google Maps,utilities,45.77,2,2,False,,,
1044,2024-01-03 21:54:40.693564521,Twitter,social,29.9,0,6,False,,,
1076,2024-01-03 22:38:22.367455818,Gmail,utilities,59.13,0,3,False,,,
1020,2024-01-03 23:22:04.041347115,Weather,utilities,4.85,1,5,False,,,
1047,2024-01-04 00:05:45.715238412,Camera,utilities,20.25,2,5,False,,,
1005,2024-01-04 00:49:27.389129709,Google Maps,utilities,38.76,1,4,False,,,
1055,2024-01-04 01:33:09.063021007,Twitter,social,102.75,2,3,False,,,
1095,2024-01-04 02:16:50.736912304,Camera,utilities,73.66,1,3,False,,,
1034,2024-01-04 03:00:32.410803601,Google Maps,utilities,45.09,1,6,False,,,
1084,2024-01-04 03:44:14.084694898,Slack,productivity,31.55,4,9,True,,,
1001,2024-01-04 04:27:55.758586195,Snapchat,social,13.49,1,5,False,,,
1018,2024-01-04 05:11:37.432477492,Google Docs,productivity,21.91,5,5,True,,,
1079,2024-01-04 05:55:19.106368789,Snapchat,social,17.06,0,4,False,,,
1071,2024-01-04 06:39:00.780260086,TikTok,entertainment,33.67,1,7,False,,,
1022,2024-01-04 07:22:42.454151383,Notion,productivity,5.75,4,9,True,,,
1078,2024-01-04 08:06:24.128042680,Google Docs,productivity,3.32,0,5,True,,,
1021,2024-01-04 08:50:05.801933978,Google Docs,productivity,9.39,3,4,True,,,
1095,2024-01-04 09:33:47.475825275,Twitch,entertainment,18.12,0,3,False,,,
1019,2024-01-04 10:17:29.149716572,Notion,productivity,2.91,5,4,True,,,
1022,2024-01-04 11:01:10.823607869,Snapchat,social,16.11,1,5,False,,,
1071,2024-01-04 11:44:52.497499166,Weather,utilities,20.22,1,4,False,,,
1023,2024-01-04 12:28:34.171390463,Evernote,productivity,24.14,3,4,True,,,
1034,2024-01-04 13:12:15.845281760,Google Maps,utilities,0.67,0,3,False,,,
1020,2024-01-04 13:55:57.519173057,YouTube,entertainment,37.65,0,5,False,494839.0,30195.0,7279.0
1017,2024-01-04 14:39:39.193064354,Microsoft Teams,productivity,24.88,0,8,True,,,
1077,2024-01-04 15:23:20.866955651,Facebook,social,25.82,2,2,False,,,
1068,2024-01-04 16:07:02.540846949,Microsoft Teams,productivity,3.5,4,5,True,,,
1090,2024-01-04 16:50:44.214738246,Google Maps,utilities,55.3,1,5,False,,,
1029,2024-01-04 17:34:25.888629543,Gmail,utilities,28.41,1,6,False,,,
1057,2024-01-04 18:18:07.562520840,Microsoft Teams,productivity,13.93,3,6,True,,,
1007,2024-01-04 19:01:49.236412137,Spotify,entertainment,14.09,2,4,False,,,
1069,2024-01-04 19:45:30.910303434,Camera,utilities,2.2,4,5,False,,,
1091,2024-01-04 20:29:12.584194731,Facebook,social,47.31,1,8,False,,,
1072,2024-01-04 21:12:54.258086028,Camera,utilities,6.15,3,7,False,,,
1054,2024-01-04 21:56:35.931977325,Spotify,entertainment,4.7,2,4,False,,,
1081,2024-01-04 22:40:17.605868622,Slack,productivity,61.13,1,3,True,,,
1095,2024-01-04 23:23:59.279759920,Evernote,productivity,15.05,3,6,True,,,
1073,2024-01-05 00:07:40.953651217,Chrome,utilities,39.93,1,9,False,,,
1001,2024-01-05 00:51:22.627542514,Slack,productivity,4.18,0,6,True,,,
1025,2024-01-05 01:35:04.301433811,Spotify,entertainment,25.36,1,3,False,,,
1067,2024-01-05 02:18:45.975325108,YouTube,entertainment,40.04,3,4,False,34176.0,1229.0,368.0
1099,2024-01-05 03:02:27.649216405,Twitch,entertainment,8.92,3,2,False,,,
1029,2024-01-05 03:46:09.323107702,Evernote,productivity,9.01,2,4,True,,,
1023,2024-01-05 04:29:50.996998999,Twitch,entertainment,14.9,4,7,False,,,
1005,2024-01-05 05:13:32.670890296,WhatsApp,social,19.98,3,3,False,,,
1045,2024-01-05 05:57:14.344781593,Notion,productivity,12.25,0,3,True,,,
1037,2024-01-05 06:40:56.018672891,Netflix,entertainment,36.94,3,4,False,,,
1007,2024-01-05 07:24:37.692564188,Weather,utilities,22.17,5,5,False,,,
1029,2024-01-05 08:08:19.366455485,Netflix,entertainment,24.13,1,5,False,,,
1026,2024-01-05 08:52:01.040346782,Camera,utilities,5.21,3,7,False,,,
1009,2024-01-05 09:35:42.714238079,Spotify,entertainment,12.18,1,5,False,,,
1021,2024-01-05 10:19:24.388129376,Chrome,utilities,2.42,2,3,False,,,
1076,2024-01-05 11:03:06.062020673,Twitch,entertainment,19.55,3,8,False,,,
1005,2024-01-05 11:46:47.735911970,Microsoft Teams,productivity,67.2,1,3,True,,,
1050,2024-01-05 12:30:29.409803267,Google Maps,utilities,63.36,3,3,False,,,
1065,2024-01-05 13:14:11.083694564,Camera,utilities,93.37,3,4,False,,,
1098,2024-01-05 13:57:52.757585861,WhatsApp,social,36.46,2,5,False,,,
1047,2024-01-05 14:41:34.431477159,Weather,utilities,20.34,1,5,False,,,
1066,2024-01-05 15:25:16.105368456,Weather,utilities,60.67,1,5,False,,,
1090,2024-01-05 16:08:57.779259753,Chrome,utilities,22.23,0,4,False,,,
1073,2024-01-05 16:52:39.453151050,Facebook,social,11.81,2,1,False,,,
1000,2024-01-05 17:36:21.127042347,WhatsApp,social,90.65,1,2,False,,,
1045,2024-01-05 18:20:02.800933644,Facebook,social,12.73,2,5,False,,,
1033,2024-01-05 19:03:44.474824941,Google Docs,productivity,0.6,3,6,True,,,
1050,2024-01-05 19:47:26.148716238,Chrome,utilities,37.56,2,2,False,,,
1079,2024-01-05 20:31:07.822607535,Netflix,entertainment,19.16,1,5,False,,,
1023,2024-01-05 21:14:49.496498832,Evernote,productivity,29.16,1,5,True,,,
1023,2024-01-05 21:58:31.170390130,YouTube,entertainment,23.92,1,3,False,384180.0,11989.0,5843.0
1053,2024-01-05 22:42:12.844281427,Weather,utilities,6.34,6,5,False,,,
1018,2024-01-05 23:25:54.518172724,TikTok,entertainment,98.93,2,9,False,,,
1079,2024-01-06 00:09:36.192064021,Twitter,social,61.78,1,7,False,,,
1042,2024-01-06 00:53:17.865955318,Netflix,entertainment,10.34,0,4,False,,,
1009,2024-01-06 01:36:59.539846615,Facebook,social,168.18,1,7,False,,,
1008,2024-01-06 02:20:41.213737912,Slack,productivity,15.97,3,9,True,,,
1026,2024-01-06 03:04:22.887629209,Evernote,productivity,7.09,2,3,True,,,
1021,2024-01-06 03:48:04.561520506,Facebook,social,12.26,4,1,False,,,
1056,2024-01-06 04:31:46.235411803,Microsoft Teams,productivity,11.29,0,3,True,,,
1027,2024-01-06 05:15:27.909303101,Gmail,utilities,1.91,2,7,False,,,
1062,2024-01-06 05:59:09.583194398,Gmail,utilities,10.48,0,3,False,,,
1038,2024-01-06 06:42:51.257085695,Spotify,entertainment,8.72,1,6,False,,,
1060,2024-01-06 07:26:32.930976992,Snapchat,social,41.16,0,9,False,,,
1039,2024-01-06 08:10:14.604868289,WhatsApp,social,9.11,2,1,False,,,
1025,2024-01-06 08:53:56.278759586,Camera,utilities,1.87,2,7,False,,,
1097,2024-01-06 09:37:37.952650883,Snapchat,social,60.32,0,6,False,,,
1094,2024-01-06 10:21:19.626542180,Snapchat,social,18.48,1,5,False,,,
1067,2024-01-06 11:05:01.300433477,WhatsApp,social,102.61,1,10,False,,,
1098,2024-01-06 11:48:42.974324774,Weather,utilities,8.23,0,2,False,,,
1006,2024-01-06 12:32:24.648216072,WhatsApp,social,11.89,3,6,False,,,
1096,2024-01-06 13:16:06.322107369,Camera,utilities,45.32,2,3,False,,,
1094,2024-01-06 13:59:47.995998666,Instagram,social,20.68,4,4,False,,,
1033,2024-01-06 14:43:29.669889963,Spotify,entertainment,9.74,1,3,False,,,
1060,2024-01-06 15:27:11.343781260,Weather,utilities,93.67,4,4,False,,,
1015,2024-01-06 16:10:53.017672557,Netflix,entertainment,11.26,4,2,False,,,
1027,2024-01-06 16:54:34.691563854,Netflix,entertainment,140.76,4,7,False,,,
1053,2024-01-06 17:38:16.365455151,Camera,utilities,20.85,3,4,False,,,
1044,2024-01-06 18:21:58.039346448,Slack,productivity,10.63,2,7,True,,,
1009,2024-01-06 19:05:39.713237745,Twitter,social,37.12,0,9,False,,,
1002,2024-01-06 19:49:21.387129043,Chrome,utilities,55.94,1,5,False,,,
1028,2024-01-06 20:33:03.061020340,Slack,productivity,34.89,0,5,True,,,
1051,2024-01-06 21:16:44.734911637,Google Docs,productivity,46.1,1,1,True,,,
1005,2024-01-06 22:00:26.408802934,Instagram,social,23.57,4,5,False,,,
1000,2024-01-06 22:44:08.082694231,WhatsApp,social,1.76,2,4,False,,,
1067,2024-01-06 23:27:49.756585528,Chrome,utilities,0.4,5,5,False,,,
1066,2024-01-07 00:11:31.430476825,Slack,productivity,24.03,3,6,True,,,
1036,2024-01-07 00:55:13.104368122,Microsoft Teams,productivity,70.21,5,8,True,,,
1037,2024-01-07 01:38:54.778259419,Google Maps,utilities,20.23,3,6,False,,,
1038,2024-01-07 02:22:36.452150716,YouTube,entertainment,104.09,2,7,False,329334.0,21230.0,5787.0
1054,2024-01-07 03:06:18.126042014,Spotify,entertainment,25.38,5,6,False,,,
1006,2024-01-07 03:49:59.799933311,Weather,utilities,98.38,3,5,False,,,
1034,2024-01-07 04:33:41.473824608,Weather,utilities,14.03,1,8,False,,,
1067,2024-01-07 05:17:23.147715905,WhatsApp,social,115.62,0,5,False,,,
1010,2024-01-07 06:01:04.821607202,Google Docs,productivity,18.83,0,3,True,,,
1028,2024-01-07 06:44:46.495498499,Slack,productivity,4.67,1,4,True,,,
1091,2024-01-07 07:28:28.169389796,Twitch,entertainment,0.73,2,5,False,,,
1037,2024-01-07 08:12:09.843281093,Camera,utilities,84.58,2,6,False,,,
1046,2024-01-07 08:55:51.517172390,Facebook,social,13.48,2,3,False,,,
1065,2024-01-07 09:39:33.191063687,Google Docs,productivity,26.59,1,8,True,,,
1016,2024-01-07 10:23:14.864954985,Twitch,entertainment,19.05,0,6,False,,,
1016,2024-01-07 11:06:56.538846282,Microsoft Teams,productivity,24.89,2,4,True,,,
1061,2024-01-07 11:50:38.212737579,WhatsApp,social,64.9,2,5,False,,,
1035,2024-01-07 12:34:19.886628876,Instagram,social,29.11,1,6,False,,,
1080,2024-01-07 13:18:01.560520173,Microsoft Teams,productivity,12.71,2,3,True,,,
1080,2024-01-07 14:01:43.234411470,Google Docs,productivity,13.14,1,4,True,,,
1036,2024-01-07 14:45:24.908302767,Google Docs,productivity,15.77,1,3,True,,,
1048,2024-01-07 15:29:06.582194064,Weather,utilities,28.27,1,7,False,,,
1038,2024-01-07 16:12:48.256085361,Evernote,productivity,86.53,2,5,True,,,
1006,2024-01-07 16:56:29.929976658,Google Docs,productivity,10.97,2,7,True,,,
1009,2024-01-07 17:40:11.603867956,Microsoft Teams,productivity,1.37,4,5,True,,,
1099,2024-01-07 18:23:53.277759253,Spotify,entertainment,26.75,4,4,False,,,
1073,2024-01-07 19:07:34.951650550,Weather,utilities,33.81,2,4,False,,,
1021,2024-01-07 19:51:16.625541847,Twitter,social,40.08,3,7,False,,,
1009,2024-01-07 20:34:58.299433144,Snapchat,social,3.75,0,4,False,,,
1034,2024-01-07 21:18:39.973324441,Gmail,utilities,1.94,2,3,False,,,
1022,2024-01-07 22:02:21.647215738,Twitter,social,36.58,1,3,False,,,
1035,2024-01-07 22:46:03.321107035,Google Docs,productivity,15.2,1,3,True,,,
1084,2024-01-07 23:29:44.994998332,Slack,productivity,23.53,6,5,True,,,
1073,2024-01-08 00:13:26.668889629,Google Maps,utilities,50.97,1,7,False,,,
1085,2024-01-08 00:57:08.342780927,Gmail,utilities,133.09,1,5,False,,,
1080,2024-01-08 01:40:50.016672224,Twitter,social,18.63,4,3,False,,,
1008,2024-01-08 02:24:31.690563521,Google Maps,utilities,10.45,2,5,False,,,
1073,2024-01-08 03:08:13.364454818,Snapchat,social,46.14,1,8,False,,,
1093,2024-01-08 03:51:55.038346115,Microsoft Teams,productivity,21.48,2,6,True,,,
1075,2024-01-08 04:35:36.712237412,Twitter,social,35.75,3,9,False,,,
1024,2024-01-08 05:19:18.386128709,Camera,utilities,45.54,1,5,False,,,
1100,2024-01-08 06:03:00.060020006,WhatsApp,social,88.65,2,6,False,,,
1051,2024-01-08 06:46:41.733911303,Gmail,utilities,15.36,0,4,False,,,
1007,2024-01-08 07:30:23.407802600,Weather,utilities,17.22,3,5,False,,,
1090,2024-01-08 08:14:05.081693898,Gmail,utilities,6.9,0,8,False,,,
1064,2024-01-08 08:57:46.755585195,Netflix,entertainment,6.53,0,10,False,,,
1001,2024-01-08 09:41:28.429476492,Microsoft Teams,productivity,40.75,2,3,True,,,
1099,2024-01-08 10:25:10.103367789,Gmail,utilities,86.93,2,5,False,,,
1088,2024-01-08 11:08:51.777259086,Snapchat,social,65.85,1,8,False,,,
1091,2024-01-08 11:52:33.451150383,Camera,utilities,39.69,3,6,False,,,
1005,2024-01-08 12:36:15.125041680,Google Docs,productivity,70.22,4,3,True,,,
1036,2024-01-08 13:19:56.798932977,WhatsApp,social,20.34,2,4,False,,,
1097,2024-01-08 14:03:38.472824274,Weather,utilities,12.75,2,6,False,,,
1021,2024-01-08 14:47:20.146715571,Snapchat,social,10.58,2,8,False,,,
1090,2024-01-08 15:31:01.820606869,Twitch,entertainment,2.61,5,5,False,,,
1081,2024-01-08 16:14:43.494498166,Facebook,social,21.22,1,7,False,,,
1099,2024-01-08 16:58:25.168389463,Gmail,utilities,7.25,4,8,False,,,
1056,2024-01-08 17:42:06.842280760,Google Docs,productivity,21.36,2,3,True,,,
1032,2024-01-08 18:25:48.516172057,Google Docs,productivity,32.69,1,5,True,,,
1063,2024-01-08 19:09:30.190063354,Notion,productivity,4.3,1,5,True,,,
1091,2024-01-08 19:53:11.863954651,Slack,productivity,10.17,2,4,True,,,
1059,2024-01-08 20:36:53.537845948,Facebook,social,11.35,2,2,False,,,
1026,2024-01-08 21:20:35.211737245,Google Maps,utilities,11.11,2,3,False,,,
1015,2024-01-08 22:04:16.885628542,YouTube,entertainment,71.7,1,4,False,218648.0,19866.0,1397.0
1076,2024-01-08 22:47:58.559519840,YouTube,entertainment,0.64,2,7,False,154676.0,11615.0,1243.0
1092,2024-01-08 23:31:40.233411137,Slack,productivity,23.31,2,7,True,,,
1014,2024-01-09 00:15:21.907302434,Microsoft Teams,productivity,15.22,2,4,True,,,
1078,2024-01-09 00:59:03.581193731,Instagram,social,24.1,2,3,False,,,
1100,2024-01-09 01:42:45.255085028,Gmail,utilities,31.75,1,9,False,,,
1077,2024-01-09 02:26:26.928976325,Google Maps,utilities,21.66,2,4,False,,,
1012,2024-01-09 03:10:08.602867622,Snapchat,social,37.59,2,3,False,,,
1079,2024-01-09 03:53:50.276758919,Netflix,entertainment,3.23,2,2,False,,,
1056,2024-01-09 04:37:31.950650216,Google Maps,utilities,21.67,1,6,False,,,
1014,2024-01-09 05:21:13.624541513,Instagram,social,5.92,4,8,False,,,
1044,2024-01-09 06:04:55.298432811,Chrome,utilities,18.79,3,3,False,,,
1015,2024-01-09 06:48:36.972324108,Facebook,social,8.31,0,3,False,,,
1066,2024-01-09 07:32:18.646215405,Gmail,utilities,54.89,1,4,False,,,
1023,2024-01-09 08:16:00.320106702,Evernote,productivity,24.51,3,7,True,,,
1079,2024-01-09 08:59:41.993997999,Twitch,entertainment,4.19,1,3,False,,,
1022,2024-01-09 09:43:23.667889296,Instagram,social,16.68,1,1,False,,,
1060,2024-01-09 10:27:05.341780593,TikTok,entertainment,1.11,2,4,False,,,
1056,2024-01-09 11:10:47.015671890,Google Docs,productivity,76.96,2,2,True,,,
1086,2024-01-09 11:54:28.689563187,Instagram,social,15.6,2,8,False,,,
1006,2024-01-09 12:38:10.363454484,Gmail,utilities,44.21,2,7,False,,,
1042,2024-01-09 13:21:52.037345782,Instagram,social,29.46,3,8,False,,,
1066,2024-01-09 14:05:33.711237079,Twitter,social,6.08,1,8,False,,,
1005,2024-01-09 14:49:15.385128376,Evernote,productivity,50.26,0,7,True,,,
1015,2024-01-09 15:32:57.059019673,Twitter,social,63.15,0,4,False,,,
1042,2024-01-09 16:16:38.732910970,Notion,productivity,54.07,3,2,True,,,
1011,2024-01-09 17:00:20.406802267,WhatsApp,social,38.14,2,3,False,,,
1008,2024-01-09 17:44:02.080693564,Gmail,utilities,1.98,3,2,False,,,
1073,2024-01-09 18:27:43.754584861,Notion,productivity,3.77,1,4,True,,,
1065,2024-01-09 19:11:25.428476158,Microsoft Teams,productivity,46.15,2,5,True,,,
1041,2024-01-09 19:55:07.102367455,Evernote,productivity,2.65,1,2,True,,,
1055,2024-01-09 20:38:48.776258753,YouTube,entertainment,12.8,2,8,False,174801.0,16768.0,2581.0
1002,2024-01-09 21:22:30.450150050,Microsoft Teams,productivity,34.7,0,2,True,,,
1003,2024-01-09 22:06:12.124041347,Spotify,entertainment,3.36,1,3,False,,,
1068,2024-01-09 22:49:53.797932644,YouTube,entertainment,14.13,0,1,False,233294.0,4668.0,2602.0
1012,2024-01-09 23:33:35.471823941,Evernote,productivity,31.68,1,4,True,,,
1078,2024-01-10 00:17:17.145715238,Twitter,social,88.39,1,3,False,,,
1034,2024-01-10 01:00:58.819606535,Netflix,entertainment,8.26,5,11,False,,,
1013,2024-01-10 01:44:40.493497832,WhatsApp,social,84.42,1,6,False,,,
1094,2024-01-10 02:28:22.167389129,Facebook,social,6.95,1,4,False,,,
1005,2024-01-10 03:12:03.841280426,Spotify,entertainment,61.47,1,1,False,,,
1044,2024-01-10 03:55:45.515171723,YouTube,entertainment,73.77,4,4,False,86256.0,1675.0,1042.0
1047,2024-01-10 04:39:27.189063021,Twitter,social,5.37,2,4,False,,,
1027,2024-01-10 05:23:08.862954318,Facebook,social,48.78,3,5,False,,,
1021,2024-01-10 06:06:50.536845615,Google Docs,productivity,10.84,1,5,True,,,
1039,2024-01-10 06:50:32.210736912,TikTok,entertainment,11.76,1,3,False,,,
1096,2024-01-10 07:34:13.884628209,Evernote,productivity,26.86,3,5,True,,,
1044,2024-01-10 08:17:55.558519506,Camera,utilities,67.35,2,8,False,,,
1099,2024-01-10 09:01:37.232410803,Facebook,social,64.89,1,3,False,,,
1073,2024-01-10 09:45:18.906302100,Notion,productivity,5.37,2,3,True,,,
1085,2024-01-10 10:29:00.580193397,Snapchat,social,9.01,0,4,False,,,
1014,2024-01-10 11:12:42.254084694,Instagram,social,134.82,1,5,False,,,
1006,2024-01-10 11:56:23.927975992,Twitch,entertainment,28.89,1,11,False,,,
1094,2024-01-10 12:40:05.601867289,Twitter,social,18.55,3,10,False,,,
1013,2024-01-10 13:23:47.275758586,Evernote,productivity,117.82,2,8,True,,,
1001,2024-01-10 14:07:28.949649883,Evernote,productivity,95.04,2,8,True,,,
1022,2024-01-10 14:51:10.623541180,Facebook,social,124.84,4,4,False,,,
1007,2024-01-10 15:34:52.297432477,Weather,utilities,4.64,2,5,False,,,
1038,2024-01-10 16:18:33.971323774,Netflix,entertainment,141.37,2,5,False,,,
1014,2024-01-10 17:02:15.645215071,Twitter,social,20.02,2,1,False,,,
1044,2024-01-10 17:45:57.319106368,Facebook,social,2.81,2,8,False,,,
1005,2024-01-10 18:29:38.992997665,Netflix,entertainment,38.99,3,5,False,,,
1029,2024-01-10 19:13:20.666888963,Instagram,social,20.53,1,4,False,,,
1013,2024-01-10 19:57:02.340780260,TikTok,entertainment,9.98,2,4,False,,,
1014,2024-01-10 20:40:44.014671557,Netflix,entertainment,26.57,2,5,False,,,
1016,2024-01-10 21:24:25.688562854,Google Docs,productivity,1.18,2,6,True,,,
